time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.007081,-0.0005,-0.0003,-0.0027,0.003
0.043319,-0.0003,0.0003,0.0021,0.002
0.044110,-0.0005,-0.0004,-0.0075,0.008
0.044480,-0.0005,-0.0004,-0.0075,0.008
0.060509,0.0042,-0.0004,-0.0075,0.009
0.076630,-0.0006,-0.0051,-0.0075,0.009
0.093451,-0.0007,-0.0003,-0.0123,0.012
0.110468,-0.0007,-0.0004,-0.0123,0.012
0.127730,-0.0006,0.0044,-0.0027,0.005
0.145456,-0.0007,-0.0004,-0.0075,0.008
0.160384,-0.0006,0.0045,-0.0123,0.013
0.177038,0.0042,-0.0050,-0.0027,0.007
0.193770,0.0042,-0.0003,-0.0075,0.009
0.210531,-0.0055,-0.0003,-0.0075,0.009
0.228726,-0.0007,-0.0002,-0.0027,0.003
0.246358,-0.0007,0.0045,-0.0027,0.005
0.260690,-0.0007,-0.0003,-0.0123,0.012
0.277072,0.0042,-0.0002,-0.0075,0.009
0.294483,-0.0008,-0.0049,-0.0075,0.009
0.311762,-0.0007,-0.0002,-0.0075,0.008
0.327364,-0.0007,0.0045,-0.0075,0.009
0.344579,-0.0006,0.0045,-0.0123,0.013
0.361612,-0.0007,0.0046,-0.0075,0.009
0.378491,0.0042,-0.0002,-0.0075,0.009
0.394948,-0.0006,-0.0003,-0.0123,0.012
0.411886,0.0042,-0.0004,-0.0027,0.005
0.428040,-0.0005,-0.0004,-0.0027,0.003
0.445059,-0.0006,-0.0052,-0.0075,0.009
0.461613,-0.0006,-0.0053,-0.0027,0.006
0.478035,0.0042,-0.0005,-0.0075,0.009
0.494921,0.0042,0.0043,-0.0027,0.007
0.511408,-0.0006,-0.0052,-0.0075,0.009
0.530276,-0.0006,-0.0002,-0.0027,0.003
0.545667,0.0041,0.0046,-0.0027,0.007
0.562418,-0.0007,-0.0050,-0.0171,0.018
0.578754,-0.0007,-0.0002,-0.0027,0.003
0.595800,-0.0008,-0.0002,-0.0027,0.003
0.612490,-0.0007,0.0046,-0.0027,0.005
0.631381,-0.0007,-0.0002,-0.0123,0.012
0.645944,-0.0056,-0.0002,-0.0075,0.009
0.663022,-0.0008,-0.0049,-0.0027,0.006
0.679370,-0.0009,-0.0097,-0.0075,0.012
0.696164,-0.0010,-0.0050,-0.0075,0.009
0.714421,-0.0058,0.0046,-0.0075,0.011
0.729371,-0.0009,-0.0003,-0.0027,0.003
0.745759,-0.0009,0.0044,-0.0027,0.005
0.763837,-0.0009,-0.0005,-0.0075,0.008
0.779333,-0.0010,-0.0052,-0.0075,0.009
0.796654,-0.0009,-0.0005,-0.0027,0.003
0.813251,-0.0010,-0.0051,-0.0075,0.009
0.829627,-0.0011,-0.0004,-0.0075,0.008
0.846126,-0.0013,-0.0005,-0.0123,0.012
0.864455,-0.0014,-0.0052,-0.0027,0.006
0.879695,-0.0014,-0.0051,-0.0075,0.009
0.896537,0.0082,-0.0004,-0.0027,0.009
0.913359,-0.0013,0.0044,-0.0027,0.005
0.929870,0.0035,-0.0004,-0.0027,0.004
0.947127,-0.0013,-0.0005,-0.0075,0.008
0.964471,-0.0012,-0.0053,-0.0027,0.006
0.980292,-0.0013,-0.0053,-0.0123,0.013
0.996750,-0.0014,0.0001,0.0021,0.002
1.014143,-0.0014,-0.0052,-0.0027,0.006
1.030256,-0.0014,-0.0004,-0.0075,0.008
1.049480,-0.0013,-0.0052,-0.0027,0.006
1.064731,-0.0061,-0.0005,-0.0075,0.010
1.081215,-0.0013,-0.0054,-0.0123,0.013
1.098106,-0.0013,-0.0005,-0.0075,0.008
1.113805,-0.0013,-0.0046,-0.0027,0.006
1.130778,-0.0013,0.0001,-0.0027,0.003
1.147666,-0.0012,0.0049,-0.0081,0.010
1.165035,-0.0012,0.0000,-0.0027,0.003
1.181929,0.0037,-0.0049,-0.0075,0.010
1.198669,-0.0012,-0.0002,-0.0027,0.003
1.214490,-0.0012,-0.0056,-0.0123,0.014
1.231290,-0.0013,-0.0002,-0.0027,0.003
1.248115,-0.0013,-0.0001,-0.0075,0.008
1.265479,-0.0061,-0.0007,-0.0075,0.010
1.281827,-0.0014,-0.0006,-0.0075,0.008
1.298285,-0.0061,-0.0100,-0.0075,0.014
1.314894,-0.0014,-0.0047,-0.0027,0.006
1.332741,-0.0015,0.0001,-0.0075,0.008
1.348465,-0.0015,-0.0006,-0.0123,0.012
1.366295,-0.0016,0.0049,0.0015,0.005
1.381601,0.0032,-0.0047,-0.0027,0.006
1.399112,-0.0017,-0.0004,-0.0075,0.008
1.414584,0.0031,-0.0005,-0.0075,0.008
1.432006,-0.0017,0.0001,-0.0027,0.003
1.448272,-0.0018,0.0001,-0.0027,0.003
1.465537,-0.0018,0.0050,-0.0033,0.006
1.481732,-0.0018,0.0003,-0.0033,0.004
1.498337,0.0030,0.0005,-0.0033,0.004
1.515691,-0.0018,-0.0043,-0.0075,0.009
1.532457,-0.0065,-0.0043,-0.0027,0.008
1.549177,-0.0066,0.0005,0.0015,0.007
1.566180,-0.0019,-0.0043,-0.0075,0.009
1.582376,-0.0018,0.0004,-0.0033,0.004
1.599691,-0.0018,-0.0043,-0.0027,0.005
1.616146,-0.0019,-0.0044,-0.0075,0.009
1.632723,-0.0020,0.0003,-0.0081,0.008
1.649321,-0.0021,-0.0044,-0.0027,0.006
1.666393,-0.0022,-0.0042,-0.0075,0.009
1.682834,-0.0022,0.0006,-0.0033,0.004
1.700699,-0.0021,-0.0042,0.0062,0.008
1.716267,-0.0022,-0.0042,-0.0033,0.006
1.733739,-0.0023,-0.0049,-0.0123,0.013
1.749780,0.0025,0.0046,-0.0129,0.014
1.766906,-0.0069,0.0054,-0.0033,0.009
1.783282,0.0028,0.0005,-0.0075,0.008
1.800364,-0.0021,-0.0044,-0.0027,0.006
1.817395,0.0028,-0.0044,-0.0075,0.009
1.834644,-0.0020,0.0003,-0.0081,0.008
1.851741,-0.0020,0.0003,-0.0033,0.004
1.867402,-0.0020,-0.0045,-0.0081,0.009
1.883518,-0.0068,-0.0043,-0.0081,0.011
1.900383,-0.0021,-0.0044,-0.0129,0.014
1.916703,0.0027,0.0004,-0.0033,0.004
1.933530,-0.0021,0.0003,-0.0033,0.004
1.951517,-0.0021,-0.0043,-0.0075,0.009
1.967399,-0.0023,0.0005,-0.0081,0.008
1.984250,-0.0023,0.0005,-0.0081,0.008
2.001370,-0.0024,0.0005,0.0015,0.003
2.018256,-0.0024,0.0005,-0.0033,0.004
2.034997,-0.0023,0.0005,-0.0081,0.008
2.051380,-0.0071,0.0006,-0.0081,0.011
2.068069,-0.0024,0.0006,-0.0075,0.008
2.084513,-0.0025,-0.0042,-0.0075,0.009
2.101352,0.0024,0.0004,-0.0075,0.008
2.118738,-0.0073,0.0052,0.0015,0.009
2.135409,0.0023,0.0052,-0.0081,0.010
2.153931,-0.0024,0.0004,-0.0033,0.004
2.168868,-0.0024,-0.0045,-0.0075,0.009
2.184804,-0.0025,0.0002,-0.0033,0.004
2.203876,-0.0025,-0.0045,-0.0075,0.009
2.219069,-0.0024,0.0003,-0.0033,0.004
2.236688,-0.0071,-0.0045,-0.0027,0.009
2.253130,-0.0072,0.0003,-0.0075,0.010
2.269600,-0.0072,0.0002,-0.0129,0.015
2.285491,-0.0024,0.0002,-0.0081,0.008
2.302505,-0.0024,0.0002,-0.0033,0.004
2.318946,-0.0024,0.0001,-0.0081,0.008
2.336143,-0.0025,-0.0046,-0.0033,0.006
2.352182,0.0023,0.0003,-0.0033,0.004
2.369599,0.0022,0.0050,-0.0081,0.010
2.385857,-0.0026,-0.0045,-0.0033,0.006
2.402204,-0.0074,-0.0046,-0.0033,0.009
2.418613,0.0021,-0.0045,-0.0081,0.010
2.435592,-0.0074,0.0002,-0.0033,0.008
2.453073,-0.0026,0.0002,-0.0081,0.009
2.469523,-0.0027,0.0002,-0.0081,0.009
2.485912,-0.0027,0.0002,-0.0129,0.013
2.503308,-0.0026,-0.0046,-0.0081,0.010
2.519760,-0.0026,-0.0094,-0.0033,0.010
2.537655,-0.0025,-0.0046,0.0015,0.005
2.553461,-0.0025,0.0003,-0.0033,0.004
2.570356,-0.0024,0.0003,-0.0081,0.008
2.586440,-0.0025,0.0050,-0.0033,0.007
2.603478,0.0025,0.0001,-0.0033,0.004
2.620919,0.0023,-0.0000,-0.0033,0.004
2.637504,-0.0025,-0.0001,-0.0033,0.004
2.657568,0.0023,-0.0050,-0.0033,0.006
2.670171,-0.0025,-0.0050,-0.0081,0.010
2.687394,-0.0024,-0.0003,0.0015,0.003
2.703983,-0.0026,-0.0001,-0.0033,0.004
2.720295,0.0022,-0.0001,-0.0033,0.004
2.737276,0.0022,-0.0049,-0.0081,0.010
2.754194,0.0022,-0.0001,-0.0081,0.008
2.770887,0.0022,-0.0049,-0.0081,0.010
2.787384,-0.0027,-0.0001,-0.0033,0.004
2.804186,-0.0027,-0.0000,-0.0033,0.004
2.820859,-0.0028,-0.0001,-0.0081,0.009
2.837524,0.0020,-0.0001,0.0015,0.003
2.854201,-0.0028,-0.0048,-0.0129,0.014
2.871427,0.0020,-0.0002,-0.0081,0.008
2.887223,-0.0027,-0.0003,-0.0081,0.009
2.904049,-0.0074,-0.0004,-0.0081,0.011
2.920559,-0.0025,-0.0052,-0.0075,0.009
2.937508,-0.0026,-0.0006,-0.0081,0.009
2.954289,-0.0025,-0.0005,-0.0033,0.004
2.971380,-0.0026,-0.0006,-0.0081,0.009
2.988826,-0.0026,-0.0055,-0.0033,0.007
3.005208,-0.0026,-0.0007,-0.0033,0.004
3.021640,-0.0075,-0.0008,-0.0033,0.008
3.040317,-0.0074,0.0040,-0.0081,0.012
3.054901,-0.0073,-0.0008,-0.0129,0.015
3.072464,-0.0075,0.0039,-0.0081,0.012
3.088677,-0.0026,0.0039,-0.0033,0.006
3.106121,-0.0026,-0.0055,-0.0081,0.010
3.122021,0.0023,-0.0008,-0.0081,0.008
3.139232,-0.0024,-0.0008,-0.0033,0.004
3.156155,-0.0024,-0.0056,-0.0033,0.007
3.172933,-0.0072,-0.0008,-0.0081,0.011
3.189274,-0.0071,0.0039,-0.0081,0.011
3.206273,-0.0070,-0.0107,-0.0081,0.015
3.222447,-0.0022,-0.0010,-0.0081,0.008
3.239592,0.0026,-0.0057,-0.0081,0.010
3.255653,-0.0023,-0.0057,-0.0033,0.007
3.272756,-0.0023,-0.0009,-0.0129,0.013
3.289093,-0.0023,-0.0009,-0.0033,0.004
3.305972,0.0025,-0.0009,-0.0081,0.009
3.322388,-0.0023,-0.0058,-0.0081,0.010
3.340194,-0.0023,-0.0059,-0.0033,0.007
3.356426,-0.0024,-0.0012,-0.0081,0.009
3.373564,-0.0071,-0.0012,-0.0081,0.011
3.389403,-0.0072,-0.0012,-0.0033,0.008
3.406978,-0.0072,-0.0059,-0.0129,0.016
3.423029,-0.0072,-0.0013,-0.0129,0.015
3.439338,-0.0072,-0.0013,-0.0081,0.011
3.456290,-0.0023,-0.0061,-0.0081,0.010
3.473239,-0.0023,-0.0014,-0.0081,0.009
3.490777,-0.0024,-0.0014,-0.0033,0.004
3.507915,0.0024,-0.0062,-0.0081,0.010
3.523774,-0.0071,-0.0015,-0.0081,0.011
3.540283,-0.0023,-0.0015,-0.0033,0.004
3.557369,0.0025,-0.0062,-0.0081,0.010
3.573890,0.0024,-0.0014,-0.0129,0.013
3.590274,0.0024,-0.0063,-0.0081,0.011
3.607494,-0.0018,-0.0065,-0.0033,0.007
3.624473,-0.0019,-0.0065,-0.0081,0.011
3.641272,-0.0020,-0.0016,-0.0081,0.008
3.657912,-0.0019,-0.0065,0.0015,0.007
3.674701,-0.0025,-0.0018,-0.0081,0.009
3.690719,-0.0026,-0.0017,-0.0081,0.009
3.708171,-0.0026,-0.0017,-0.0081,0.009
3.724751,-0.0026,0.0079,-0.0033,0.009
3.741325,-0.0027,0.0030,-0.0081,0.009
3.758362,-0.0027,-0.0017,-0.0081,0.009
3.774853,-0.0026,-0.0017,-0.0081,0.009
3.791810,-0.0074,0.0031,-0.0081,0.011
3.808280,-0.0027,-0.0113,-0.0123,0.017
3.824795,-0.0027,-0.0018,-0.0081,0.009
3.841704,-0.0073,-0.0018,-0.0081,0.011
3.858369,0.0023,-0.0018,-0.0081,0.009
3.874555,0.0030,-0.0017,-0.0033,0.005
3.891387,-0.0019,-0.0018,-0.0081,0.008
3.908332,0.0030,-0.0019,-0.0033,0.005
3.925226,-0.0017,-0.0066,-0.0129,0.015
3.943917,0.0025,0.0029,-0.0081,0.009
3.958760,-0.0021,-0.0018,-0.0081,0.009
3.975626,-0.0022,-0.0065,-0.0129,0.015
3.992155,-0.0023,-0.0019,-0.0081,0.009
4.009175,0.0026,0.0028,-0.0033,0.005
4.025419,-0.0021,-0.0019,-0.0081,0.009
4.042290,-0.0021,0.0030,-0.0033,0.005
4.058964,-0.0020,-0.0066,-0.0033,0.008
4.076509,-0.0014,0.0030,-0.0129,0.013
4.092944,-0.0013,-0.0065,-0.0129,0.014
4.109738,-0.0013,-0.0064,-0.0033,0.007
4.126485,0.0034,-0.0016,-0.0129,0.013
4.143031,-0.0015,-0.0017,-0.0129,0.013
4.160241,0.0033,-0.0017,-0.0129,0.013
4.176905,0.0033,-0.0065,-0.0129,0.015
4.192687,-0.0013,-0.0018,-0.0081,0.008
4.209719,-0.0066,-0.0065,-0.0081,0.012
4.226273,-0.0019,-0.0065,-0.0033,0.008
4.243589,-0.0018,-0.0017,-0.0081,0.008
4.260111,-0.0019,0.0031,-0.0129,0.013
4.276575,-0.0012,-0.0017,-0.0081,0.008
4.293765,-0.0061,-0.0015,-0.0129,0.014
4.310497,0.0035,-0.0015,-0.0129,0.013
4.327048,-0.0060,-0.0016,-0.0033,0.007
4.343936,0.0035,-0.0016,-0.0033,0.005
4.360284,-0.0060,0.0033,-0.0129,0.015
4.376663,-0.0012,-0.0015,-0.0081,0.008
4.393949,-0.0059,-0.0014,-0.0033,0.007
4.410805,-0.0017,-0.0015,-0.0081,0.008
4.426831,-0.0017,-0.0063,-0.0081,0.010
4.443391,-0.0018,0.0033,-0.0081,0.009
4.460714,-0.0064,-0.0063,-0.0081,0.012
4.477212,-0.0016,-0.0064,-0.0081,0.010
4.493901,-0.0016,-0.0064,-0.0033,0.007
4.510709,-0.0016,-0.0017,-0.0081,0.008
4.527458,-0.0016,-0.0015,-0.0033,0.004
4.544449,-0.0010,-0.0015,-0.0033,0.004
4.560918,-0.0058,0.0034,-0.0081,0.011
4.577770,-0.0011,-0.0013,-0.0081,0.008
4.594400,-0.0011,0.0034,-0.0081,0.009
4.611386,-0.0011,-0.0013,-0.0033,0.004
4.627830,-0.0058,-0.0013,-0.0081,0.010
4.644770,-0.0011,-0.0012,-0.0081,0.008
4.662938,-0.0011,-0.0012,-0.0033,0.004
4.678742,-0.0010,-0.0059,-0.0081,0.010
4.695027,-0.0010,-0.0010,-0.0081,0.008
4.711593,-0.0009,-0.0009,-0.0033,0.004
4.727990,-0.0008,0.0038,-0.0081,0.009
4.745409,-0.0009,0.0037,-0.0081,0.009
4.761287,-0.0057,-0.0011,-0.0081,0.010
4.779158,-0.0057,0.0036,-0.0033,0.008
4.795075,-0.0055,-0.0012,-0.0033,0.007
4.814382,0.0040,-0.0060,-0.0081,0.011
4.828965,-0.0102,-0.0060,-0.0033,0.012
4.845932,-0.0053,-0.0060,-0.0033,0.009
4.861441,-0.0006,-0.0059,-0.0081,0.010
4.878611,0.0041,-0.0010,-0.0129,0.014
4.894903,0.0032,-0.0008,-0.0224,0.023
4.912522,-0.0032,0.0040,-0.0320,0.032
4.928621,-0.0007,-0.0005,0.0015,0.002
4.945592,-0.0071,0.0044,0.0015,0.008
4.963618,-0.0016,-0.0142,0.0350,0.038
4.979690,0.0043,-0.0054,-0.0081,0.011
4.995768,-0.0044,0.0040,-0.0224,0.023
5.013166,-0.0041,0.0041,-0.0129,0.014
5.029522,0.0006,-0.0007,-0.0129,0.013
5.046239,0.0006,0.0041,-0.0129,0.014
5.069505,-0.0043,-0.0055,-0.0081,0.011
5.080393,0.0006,-0.0055,-0.0033,0.006
5.096227,-0.0040,-0.0054,-0.0081,0.011
5.114690,0.0009,-0.0006,-0.0081,0.008
5.130742,0.0008,-0.0005,-0.0033,0.003
5.147188,0.0007,-0.0053,-0.0033,0.006
5.168217,0.0007,-0.0005,-0.0033,0.003
5.179835,-0.0041,-0.0005,-0.0033,0.005
5.196982,0.0007,-0.0006,-0.0081,0.008
5.213869,0.0008,-0.0005,-0.0081,0.008
5.231303,-0.0039,-0.0005,-0.0081,0.009
5.247850,-0.0087,-0.0053,-0.0033,0.011
5.267389,-0.0032,-0.0053,0.0015,0.006
5.280322,0.0023,-0.0054,-0.0081,0.010
5.296724,-0.0020,-0.0007,-0.0081,0.008
5.313982,-0.0013,-0.0008,-0.0033,0.004
5.331003,-0.0049,-0.0009,-0.0081,0.009
5.347935,0.0050,-0.0057,-0.0129,0.015
5.367210,0.0053,0.0039,-0.0033,0.007
5.381018,-0.0038,-0.0105,-0.0033,0.012
5.396957,0.0023,-0.0105,0.0110,0.015
5.413734,-0.0050,-0.0058,0.0063,0.010
5.430936,-0.0036,-0.0057,-0.0225,0.023
5.447515,-0.0035,-0.0008,-0.0081,0.009
5.465680,-0.0083,0.0041,-0.0081,0.012
5.481315,-0.0034,-0.0006,-0.0177,0.018
5.498804,0.0107,-0.0052,-0.0129,0.018
5.514752,0.0005,-0.0004,-0.0129,0.013
5.531935,-0.0097,0.0046,-0.0129,0.017
5.549513,-0.0006,-0.0042,0.0062,0.008
5.564953,-0.0003,-0.0137,0.0062,0.015
5.582545,-0.0097,-0.0095,-0.0081,0.016
5.598826,-0.0049,-0.0094,-0.0081,0.013
5.615603,-0.0049,-0.0047,-0.0081,0.011
5.631631,-0.0002,-0.0048,-0.0177,0.018
5.648395,-0.0051,-0.0001,-0.0033,0.006
5.664900,0.0043,0.0047,-0.0033,0.007
5.683181,-0.0009,0.0047,-0.0129,0.014
5.700751,-0.0058,0.0047,-0.0129,0.015
5.715594,0.0076,0.0144,-0.0273,0.032
5.732485,0.0060,0.0098,-0.0177,0.021
5.749769,-0.0049,-0.0131,0.0015,0.014
5.765668,-0.0103,-0.0177,0.0158,0.026
5.784781,-0.0104,-0.0034,0.0015,0.011
5.799397,-0.0103,0.0055,-0.0177,0.021
5.816079,-0.0016,0.0055,-0.0225,0.023
5.832741,-0.0267,-0.0042,-0.0177,0.032
5.849109,-0.0088,0.0005,-0.0033,0.009
5.866127,0.0139,-0.0187,-0.0033,0.024
5.882781,0.0184,-0.0086,0.0158,0.026
5.899062,0.0091,0.0004,0.0015,0.009
5.916408,0.0090,0.0052,-0.0129,0.017
5.932707,-0.0102,0.0100,-0.0129,0.019
5.950600,-0.0246,-0.0139,-0.0033,0.028
5.966990,-0.0096,-0.0093,0.0063,0.015
5.983323,0.0254,0.0006,0.0206,0.033
6.000250,0.0119,-0.0004,-0.0177,0.021
6.017049,0.0255,0.0137,-0.0081,0.030
6.033792,-0.0385,-0.0154,-0.0081,0.042
6.050139,-0.0218,-0.0160,-0.0129,0.030
6.071029,-0.0535,0.0078,0.0255,0.060
6.084429,-0.0264,0.0741,0.0584,0.098
6.100861,-0.0444,0.1832,0.0620,0.198
6.117484,0.1152,-0.0536,-0.0170,0.128
6.133546,0.1402,-0.1602,0.2032,0.294
6.151364,-0.0265,0.2904,0.2278,0.370
6.168576,0.3027,0.0975,0.5402,0.627
6.183898,0.3068,0.0461,0.5740,0.652
6.200784,0.1195,-0.5445,0.1116,0.569
6.218401,0.1961,-1.4803,-0.0942,1.496
6.233926,0.2250,-1.7565,0.1420,1.777
6.251247,-0.0063,-0.8276,0.6872,1.076
6.269303,-0.1605,-0.1240,1.3112,1.327
6.284979,0.0359,-0.4251,1.5051,1.564
6.301150,-0.0214,-1.0831,1.8694,2.161
6.318061,-0.5785,-0.6355,2.2852,2.441
6.335625,-0.6919,-0.1625,2.1721,2.285
6.351196,-0.4860,-0.1489,2.2401,2.297
6.367910,-0.0413,-0.4977,2.1683,2.225
6.384965,0.0339,-0.7114,2.4150,2.518
6.401347,-0.0770,-0.4006,2.7660,2.796
6.418405,-0.3368,0.2087,2.7954,2.823
6.435421,-0.2995,0.8554,2.4614,2.623
6.452147,0.0664,0.7657,2.1301,2.264
6.468404,0.2239,0.3690,1.6571,1.712
6.486575,0.1606,-0.1747,1.4137,1.434
6.502446,0.1675,-0.1815,1.1087,1.136
6.519968,0.1883,-0.0678,0.8547,0.878
6.536261,0.2606,0.0573,0.5148,0.580
6.552349,0.0500,0.3265,0.3543,0.484
6.568834,-0.0712,0.4608,0.2802,0.544
6.588258,-0.2048,0.4174,0.2085,0.510
6.601657,0.0222,0.0336,0.1644,0.169
6.618875,0.2306,-0.0496,0.2566,0.349
6.635393,0.2756,0.1838,0.3985,0.518
6.651974,0.1625,0.3940,0.4545,0.623
6.668488,0.0505,0.5398,0.7255,0.906
6.685688,-0.1865,1.1740,1.0202,1.567
6.704244,-0.2213,1.2852,0.8754,1.571
6.719994,0.1095,0.5302,0.4034,0.675
6.736251,0.2604,0.1587,0.0278,0.306
6.753191,0.0444,0.4997,-0.0998,0.512
6.769266,0.0157,0.8422,-0.2087,0.868
6.787450,-0.0902,0.8163,-0.1856,0.842
6.803486,-0.2872,0.6611,-0.1524,0.737
6.820869,-0.3774,0.5053,-0.0800,0.636
6.836219,-0.2332,0.6348,0.1047,0.684
6.853326,-0.0068,0.3543,-0.0743,0.362
6.870040,0.0162,-0.2982,-0.0405,0.301
6.886398,-0.0947,-0.2841,-0.3081,0.430
6.902749,-0.3324,0.2388,-0.3465,0.536
6.919693,-0.4193,0.7641,-0.4463,0.979
6.936731,-0.2220,0.4049,-0.4335,0.633
6.953761,-0.1276,-0.1732,-0.4096,0.463
6.971647,-0.2216,-0.2606,-0.2136,0.403
6.987192,-0.2307,-0.1232,-0.0432,0.265
